"id","spotify_track_id","name","album","release_date"
USUM71812666,"4at3d5QWnlibMVN75ECDrp",Pretty Little Fears,East Atlanta Love Letter,2018-09-14
USAT21811197,"0PpfPNtQOOvbMNVJijTQj0",Backin' It Up,Backin' It Up (feat. Cardi B),2018-09-20
QMRSZ1801749,"7gY3cyGcB2wnk2xDXiA0pe",Head Above Water,Head Above Water,2018-09-19
USSM11807535,"04MLEeAMuV9IlHEsD8vF6A",No Stylist,No Stylist,2018-09-20
USG4X1500786,"4H0vNUFcHPz5lytcLjwqkr",Rich,HERO (Deluxe Edition),2016-06-03
USQX91802210,"4NBTZtAt1F13VvlSKe6KTl",This Feeling,Sick Boy,2018-09-18
USUG11802107,"5cGpjfgAvidLy6znwkCxkP",Can't Be Broken,Tha Carter V,2018-09-28
USUG11802108,"5IvdLxVB8gwwcgnEkXSSW2",Dark Side Of The Moon,Tha Carter V,2018-09-28
USUG11802104,"0Y7di9ZCmB6Elad5WISaPc",Dedicate,Tha Carter V,2018-09-28
USUG11802120,"1kaxyXcAi5ZHF3Q94QXsHK",Demon,Tha Carter V,2018-09-28
USUG11802103,"5BQrp63SHCVf4bzCzJePne",Don't Cry,Tha Carter V,2018-09-28
USUG11802122,"7cG6SxmQ24hQWnR8UThrk2",Dope New Gospel,Tha Carter V,2018-09-28
USUG11802112,"05r1GGg1Rhs0RcUg27C82a",Famous,Tha Carter V,2018-09-28
USUG11802116,"5s6pKnF3ZPtuqvEx1i1V7U",Hittas,Tha Carter V,2018-09-28
USAT21811276,"7HdNB8nvJOBwHa8hIkzvxp","If I'm Lyin, I'm Flyin",Dying to Live,2018-09-28
USUG11802148,"3BUWNzPWz2mDbptZmGEXpB",Let It All Work Out,Tha Carter V,2018-09-28
USUG11802106,"0CBQ0m3mufWH75LTYB3s6h",Let It Fly,Tha Carter V,2018-09-28
USUG11802121,"6y4pOReFqH2wzo4CV91cZC",Mess,Tha Carter V,2018-09-28
USUG11802109,"0dbTQYW3Ad1FTzIA9t90E8",Mona Lisa,Tha Carter V,2018-09-28
USUG11802111,"2DnH4XlEkghUdE8ymdVom5",Open Letter,Tha Carter V,2018-09-28
USUG11802118,"7EgI0dCaQuHFe3OTj5EpWI",Open Safe,Tha Carter V,2018-09-28
USUG11802123,"4E3qImtJzRqLt8ZZyLceOE",Perfect Strangers,Tha Carter V,2018-09-28
USUG11802114,"0ubdf6zWT1It2saK41SkO0",Problems,Tha Carter V,2018-09-28
USUM71813192,"2VxeLyX666F8uXCJ0dZF8B",Shallow,A Star Is Born Soundtrack,2018-09-27
USUG11802119,"6wqWfSOZvTK18SAczoYm1L",Start This S**t Off Right,Tha Carter V,2018-09-28
USUG11802029,"0KoiMHhqKLoL4xM54rcWYY",Taki Taki,Carte Blanche,2018-09-28
USUG11802117,"1Dk3CfJEtqvj7Xg2AWwfEn",Took His Time,Tha Carter V,2018-09-28
USUG11802105,"3wScL5W8H40zzCKN0atfBk",Uproar,Tha Carter V,2018-09-28
USUG11802124,"68lOQPb5tX8U2cQRuas0L2",Used 2,Tha Carter V,2018-09-28
USUG11802110,"3JX0dOCIAiaR8MP3ryXWuM",What About Me,Tha Carter V,2018-09-28
USUM71813195,"2rbDhOo9Fh61Bbu23T2qCk",Always Remember Us This Way,A Star Is Born Soundtrack (Without Dialogue),2018-10-04
USUG11801851,"1yQvL8SzbF5JCroRKk9F07",Belly,Drip Harder,2018-10-05
USUG11801845,"7roKDmJDOzkpfGpUQJ5EnL",Business Is Business,Drip Harder,2018-10-05
USUG11801853,"5nzhL67GpF9szXWg5y509A",Close Friends,Drip Harder,2018-10-05
USUG11801944,"16QjPRt5HYK0dnLGmGRCvf",Deep End,Drip Harder,2018-10-05
USUG11801940,"3F57PtOdqRpD6euFYqtKXX",I Am,Drip Harder,2018-10-05
USUM71813204,"4A7EkKijzA4ryEoCRWJzdG",I'll Never Love Again,A Star Is Born Soundtrack,2018-10-04
USUM71813199,"172e82oK9vGoBPvc6SqMm5",Is That Alright?,A Star Is Born Soundtrack,2018-10-04
USUM71813188,"4z2XPrpHz1raJibarWFY7Z",Maybe It's Time,A Star Is Born Soundtrack (Without Dialogue),2018-10-04
USAT21810686,"5HeKOKc4phmLn8e4I7EkzD",My Blood,Trench,2018-08-27
USUG11801946,"6wWaVoUOzLQJHd3bWAUpdZ",Never Recover,Drip Harder,2018-10-05
USUG11801942,"6PoKfDY78ih5OveWirggRX",Off White VLONE,Drip Harder,2018-10-05
QMEU31819472,"52OczisW5YSWIAJiygxs1M",STOOPID,DUMMY BOY (Revised),2018-10-05
USUM71813499,"6FZDfxM3a3UCqtzo5pxSLZ",Without Me,Manic,2018-10-04
USUG11801815,"6Q36XucqrejMId3RydVhch",Biggest Alley Oop,QUAVO HUNCHO,2018-10-12
USUG11801831,"1rlIrbWboTRGeKfHhgbJRZ",Flip The Switch,QUAVO HUNCHO,2018-10-12
USUG11801817,"7pVzUPjJ83QojsVcOthmxP",Huncho Dreams,QUAVO HUNCHO,2018-10-12
USUG11801829,"69PkhA9q3xCWU2CzoZnLAu",Lose It,QUAVO HUNCHO,2018-10-12
USUG11801819,"3edzl4zvKFi0D3iuF6cs2f",Pass Out,QUAVO HUNCHO,2018-10-12
USUG11801841,"0JYAsQJWIuaYUvZGF1qapT",Rerun,QUAVO HUNCHO,2018-10-12
USAT21811523,"0FZ4Dmg8jJJAPJnvBIzD9z",ZEZE,Dying to Live,2018-10-12
USSM11808180,"2vs5ubqg8QUbfyWZpMfvWe",Astronauts,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19
USUG11800490,"4a1oIihVt6xSnDRpgX387M",Burning Man,The Mountain,2018-05-31
USSM11808143,"5274I4mUMnYczyeXkGDWZN",Fine China,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19
USUG11801948,"3m2aDCqn8eT5ElXDUiboGU",Get Dripped,Nuthin' 2 Prove,2018-10-19
USSM11808179,"2OsDoAzo5SGq10qwmKSQBv",Jet Lag,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19
GBAHT1800505,"13hvHEstJ4sNbzdroPrPI3",Kiss And Make Up,Dua Lipa (Complete Edition),2018-10-19
USSM11808182,"2EhJijFUs0WUmNClDBpYJq",Make It Back,Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19
USAT21811495,"2GGMabyHXnJmjY6CXhhB2e",Money,Money,2018-10-23
USRC11803517,"5kfNriitmkNE8mUbZ7gbq8",Saturday Nights,Suncity,2018-10-18
USRC11803519,"6SkHm6poyKfzV6kc9any8k",Suncity,Suncity,2018-10-18
USUM71814888,"3KkXRkHbMCARz0aVfEt68P",Sunflower (Spider-Man: Into The Spider-Verse),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-10-18
USRC11803516,"7stcuQtnHL7C6XdPvpwywv",Vertigo,Suncity,2018-10-18
USUM71815958,"43zdsphuZLzwA9k4DJhU0I",When The Party's Over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2018-10-17
USUG11801956,"5R2rsbwCDXORX2tLfprRmM",Yacht Club,Nuthin' 2 Prove,2018-10-19
USAT21811548,"0oagwWkGlBoACUuKvTmqZV",A Million Dreams,A Million Dreams,2018-10-24
USWB11802264,"2LskIZrCeLxRvCiGP8gxlh",Arms Around You,Arms Around You (feat. Maluma & Swae Lee),2018-10-25
AUUM71800255,"5qrSlOut2rNAWv3ubArkNy",Be Alright,A Place We Knew,2018-06-29
USUYG1223807,"73xXDeBMlC5cdvWoOLWVLo",Dip,Legendary (Deluxe Edition),2018-10-29
USUM71813614,"3to5UxKsozb4T6CfwHuhLJ",Kamikaze,Northsbest (Extended),2018-10-19
USUG11801773,"1fvCggAYrW0VtCljtqv4h2",Last Memory,The Last Rocket,2018-10-26
USUM71808046,"2QihWAl9xAwGPm5vGoO7uM",Talk To Me,LoVE me NOw (ReLoAdeD),2018-10-26
QMEU31819473,"1Am3fwJi1NF1sD2McZfVWi",Topanga,A Love Letter To You 3,2018-11-09
USUS11800289,"2J0X46UkpfLlWbuCXFgDLr",Waste It On Me,Neon Future III,2018-10-25
USUG11802481,"0AluA5RNsa4Cx6XRhf2hWZ","10 Freaky Girls",NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
GBUM71029604,"7tFiyTwD0nx5a1eklYtX2J",Bohemian Rhapsody,A Night At The Opera (Deluxe Remastered Version),1975-11-21
USUG11801771,"1B4gJRq61xTs6r1O0Uq2iY",Casper,The Last Rocket,2018-11-02
USSM11706922,"7sTtHHrD0zDpmzQzH3zegz",Consequences,Camila,2018-01-12
USUG11802480,"2Grb4G6t9VIqo6moKUloom",Don't Come Out The House,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
USUG11802482,"22ykS8KWpd2r4zcRZ0XMK5",Dreamcatcher,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
QM6P41842818,"3f5lA8nnc4YYF1qf78WpHw",Ella Quiere Beber,Ella Quiere Beber (Remix),2018-11-02
USUG11802488,"42k9e2hgl98IdgkXLg4pxs",No More,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
USUG11802479,"6LyAwkJsHlW7RQ8S1cYAtM",Overdue,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
USUG11802484,"1fewSx2d5KIZ04wsooEBOz",Space Cadet,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
USUM71819361,"3e9HZxeyfWwjeyPAMmWSSQ","Thank U, Next","thank u, next",2018-11-03
USUG11802538,"4RGacGFT2ztXhGgzeaYzIR",Up To Something,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-02
QMEU31819746,"0axBgt9y0GvMCLuRl2xBKG","1400 / 999 Freestyle",A Love Letter To You 3,2018-11-09
USUG11802039,"5wujBwqG7INdStqGd4tRMX",Armed And Dangerous,Goodbye & Good Riddance,2018-10-15
USUYG1225643,"22An65gG31JLf9n18qjdhZ",BAD!,SKINS,2018-11-09
USUM71816161,"2RSHsoi04658QL5xgQVov3",Bad Liar,Origins (Deluxe),2018-11-06
QMRSZ1800615,"3NgcaTIgVh77DdwAInp996",Good Girl,Tullahoma,2018-05-05
USUM71707509,"6viHvc13l9A6Ua6xugpeX6",Last Shot,SLOWHEART,2017-09-08
QMEU31819739,"1gAxoOzwsjcxmluS0Fjjd8",Love Scars 3,A Love Letter To You 3,2018-11-09
USUM71710215,"68JS5SFTnW5Yv9Vzw81Jf0",Millionaire,From A Room: Volume 2,2017-12-01
QMEU31819737,"5OvxVXpGfp2rKQ3X0CqcIr",Negative Energy,A Love Letter To You 3,2018-11-09
USLXJ1707371,"3pJkBPHadRAxBBo484RipI",Sixteen,Life Changes,2017-09-08
QMEU31819736,"4ylaCRU4F6m0icStoTeX35",Toxic Waste,A Love Letter To You 3,2018-11-09
QMRSZ1702960,"2uI2YxixIpvrXtXJRG8Mph",Burn The House Down,The Click (Deluxe Edition),2018-03-23
QMRSZ1800209,"6ozPVrrStfjZMlg6bnLegx",Girl Like You,Rearview Town,2018-04-13
US23A1500056,"2uIX8YMNjGMD7441kqyyNU",Ocean Eyes,Ocean Eyes,2015-11-19
USAT21812314,"1XJBDDpeuZaj5fvmwhdIMw",Take One,Dying to Live,2018-12-14
USUG11802299,"0RRm4OS5ymfZryXBuj0G2m",Twerk,Girl Code,2018-11-09
USUM71818958,"7wC5eZcFS1Q1BsQ35DU6H4",Come Out And Play,come out and play,2018-11-20
QMEU31821969,"2gGyUF86bijvQyjcOcJxNw",KIKA,DUMMY BOY (Revised),2018-11-27
QMEU31821955,"5SOYmkRawOJrpufdWsAfo8",MAMA,DUMMY BOY (Revised),2018-11-27
QMEU31821954,"0uEkcxPKj9JE0nxlwJWYlE",TIC TOC,DUMMY BOY (Revised),2018-11-27
QMEU31821956,"4uax9U22ZAdqUxTMF1beUf",WAKA,DUMMY BOY (Revised),2018-11-27
USCM51800045,"01jIO8SJFnpSiNLH1JaBZ5",You,"4275 (Bonus Version)",2018-09-07
USAT21812561,"1bx4Jw8A7GQtImIQGccI6D",Almost Slipped,Championships,2018-11-30
USAT21812416,"2MShy1GSSgbmGUxADNIao5",Calling My Spirit,Dying to Live,2018-11-30
USAT21812569,"5DTOk0tCrmicVQP4mc6hkr",Championships,Championships,2018-11-30
USUG11802277,"39RWYLt6hgk9BbhkDgaHW9",Crush A Lot,Street Gossip,2018-11-30
USUM71820928,"3EikYy40GMSp8l5mDV6IQo",Foot Fungus,STOKELEY,2018-11-30
USUG11802281,"7cW1wHpSLYgKWzoWlOCPFJ",Global,Street Gossip,2018-11-30
USAT21812710,"2IRZnDFmlqMuOrYOLnZZyc",Going Bad,Championships,2018-11-30
USCM51800145,"19Fcrc0nJiwMKom00gS9SW",Good Form,Queen,2018-08-10
USAT21812555,"3EQ9QP2E7wjYQba8OSPBst",Intro,Championships,2018-11-30
USCA25900140,"2uFaJJtFpPDc5Pa95XzTvg","Let It Snow, Let It Snow, Let It Snow",A Winter Romance,1959-11-16
GBARL1801571,"02dRkCEc8Q5ch4TTcnLxOn",Nothing Breaks Like A Heart,Late Night Feelings,2018-11-29
USUM71820931,"74lnM5V6ecvoTPV0fvptx9",Nuketown,STOKELEY,2018-11-30
USUM71915729,"12Fkyg9lpmaz2zmKOfw2Y2",On Me,Hollywood's Bleeding,2019-09-06
USAT21812422,"0jqLv5PuEUA0GthFjdtlS1",Oodles O' Noodles Babies,Championships,2018-11-30
USAT21812565,"0UNeNA0dcfUMsGxvLwf2p3",Pay You Back,Championships,2018-11-30
USUG11802285,"577YBGuskWkVDCxZrLRB4v",Pure Cocaine,Street Gossip,2018-11-30
USUG11802289,"4F6yN5FsFW10Ucx7cLCzBh",Ready,Street Gossip,2018-11-30
USAT21812559,"6pUBrvKfJL4qmn95mxU7rC",Respect The Game,Championships,2018-11-30
USSM10309761,"1dtIaSlyrLI04sqYa8nLyN",Rudolph The Red-Nosed Reindeer,Rudolph The Red Nosed Reindeer And Other Christmas Classics,1949-11-07
USAT21812560,"6cPnE82DKBLd7sg02ZNg8K",Splash Warning,Championships,2018-11-30
USAT21812562,"35J4wXQeRuHNOEArMy6FOe",Tic Tac Toe,Championships,2018-11-30
USUG11802293,"1Szfm2XAx3Kgl55dyl8sTU",Time,Street Gossip,2018-11-30
USAT21812556,"45CCe4gu08OYG1I4MH8TU6",Trauma,Championships,2018-11-30
USAT21812557,"2tnlNVAhuQGgoFJxALVeXx",Uptown Vibes,Championships,2018-11-30
USAT21812564,"4iQ5gmTAzWfK8JyFC2LBox",What's Free,Championships,2018-11-30
USUG11802297,"52i143Ph5c3RQaQFBXWix1",Word On The Street,Street Gossip,2018-11-30
USUYG1226224,"5itzep0nGnq7hxCfFNsTIR",Difference (Interlude),SKINS,2018-12-07
USUYG1226218,"7uqcLJFlSYjVPLUz1vPxkY",Guardian Angel,SKINS,2018-12-07
USSM10309760,"25leEEaz1gIpp7o21Fqyjo",Here Comes Santa Claus (Down Santa Claus Lane),Rudolph The Red Nosed Reindeer And Other Christmas Classics,1947-10-06
USUYG1226225,"4axYWgXASdsCBHuwInAubT",I Don't Let Go,SKINS,2018-12-07
USAT21812667,"3Ol2xnObFdKV9pmRD2t9x8",Look Back At It,Hoodie SZN,2018-12-07
USUYG1226223,"0T6RSXxFhW8dRTWHI604ld",One Minute,SKINS,2018-12-07
USSM10905166,"5ASM6Qjiav2xPe7gRkQMsQ",Sleigh Ride,A Christmas Gift For You From Phil Spector,1963-11-22
USUYG1226222,"4KpKyRFwN0gcwj58Uqjv7q",Staring At The Sky,SKINS,2018-12-07
USQX91702633,"74CEfiZthUGX5yUNNUM4bj",This Is It,Seasons Change,2018-03-09
USUYG1226219,"5lar0mCUejpILVkAz50s2J",Train Food,SKINS,2018-12-07
USUYG1226226,"57nOpVSc3j9o03Cr928ZM4",What Are You So Afraid Of,SKINS,2018-12-07
USUYG1226220,"7pdF27mSDuPWhppnHAmWHa",whoa (mind in awe),SKINS,2018-12-07
USRC10101096,"2GapxG7BxK55ihQRAlR39e",(There's No Place Like) Home For The Holidays,A Perry Como Christmas,1997-09-30
USSM10905172,"47ohYW8e7dxCYn9qbUMBCI",Christmas (Baby Please Come Home),"Christmas (Baby, Please Come Home)",1963-11-22
USUM71819190,"02FaKXXL7KUtRc7K0k54tL",Cozy Little Christmas,Cozy Little Christmas,2018-11-15
USHM91813257,"7rvyVWja33WG9R97oeJAjx",Envy Me,Wildboy,2018-09-13
USAT21812997,"40Rpg3LkZwwzuHJ3GdjMma",Gnarly,Dying to Live,2018-12-14
USCA29800675,"4hAkwE0k1MlzDoOIf9J8ty",Happy Xmas (War Is Over),Classic Rock Christmas,1971-12-01
USUM71822236,"39LmTF9RgyakzSYX8txrow",Imagine,"thank u, next",2018-12-14
USRC15106173,"2pXpURmn6zC5ZYDMms6fwa",It's Beginning To Look A Lot Like Christmas,Greatest Christmas Songs,1998-10-01
USAT21812418,"4KX8vXbouybtUptEyYxtIk",MoshPit,Dying to Live,2018-12-14
USAT21802011,"7DnAm9FOTWE3cUvso43HhI",Sweet But Psycho,Heaven & Hell,2018-08-17
USAT21812420,"6Gg25EZRbQd4IHiJz2KSY0",Testimony,Dying to Live,2018-12-14
US8391802060,"77dLL5ctI7j2BYb3ss7k8m",The Christmas Song,Behold: The Complete Set,2018-11-23
USMC14750470,"3XsaSIPWvM61RIFfeb0BBR",White Christmas,White Christmas,2015-10-16
GBCCS1000219,"1SV1fxF65n9NhRHp3KlBuu",Wonderful Christmastime,McCartney II (Special Edition),1979-11-16
QZ45A1700089,"2wOXxtHZgRkkrkEbKLzzqs","1.5",i am > i was,2018-12-21
QZ45A1700126,"2t8yVaLvJ0RenpXUIAC52d",A Lot,i am > i was,2018-12-21
QZ45A1700092,"2QgfDF0fQ4sskDthP8MG5w",ASMR,i am > i was,2018-12-21
QZ45A1700090,"4paAidoE8VAemwU4jgCc6l",All My Friends,i am > i was,2018-12-21
USRC15701155,"3QiAAp20rPC3dcAtKtMaqQ",Blue Christmas,Elvis' Christmas Album,1957-10-15
QZ45A1700085,"5ZSIExfQuVv69tw5Qw3yDl",Break Da Law,i am > i was,2018-12-21
QZ45A1700091,"0hPLZrnDgtKxrym1BHjDhd",Can't Leave Without It,i am > i was,2018-12-21
USAT21812920,"3L19besdNQzd342qL78xqm",Demons And Angels,Hoodie SZN,2018-12-21
QZ45A1700088,"4f1XXGjZZ9EkFkrbPJek6X",Gun Smoke,i am > i was,2018-12-21
USCA29900545,"4HEOgBHRCExyYVeTyrXsnL",Jingle Bells,A Jolly Christmas From Frank Sinatra,1992-11-16
QZ45A1700096,"2FUNBaa5DwItJtYEBgAblU",Monster,i am > i was,2018-12-21
QZ45A1700132,"4B8vU5oDXVxO5OkLAI4aLx",Out For The Night,i am > i was (Deluxe),2018-12-21
USMC15819663,"2pnPe4pJtq7689i5ydzvJJ",Run Rudolph Run,Rock 'N' Roll Rarities,1988-10-19
USAT21812919,"0jAfdqv18goRTUxm3ilRjb",Startender,Hoodie SZN,2018-12-21
USAT21812918,"1wJRveJZLSb1rjhnUHQiv6",Swervin,Hoodie SZN,2018-12-21
USUM71822626,"7xQAfvXzm3AkraOtGPWIZg",Wow.,Hollywood's Bleeding,2018-12-24
KRE671700001,"5ygDXis42ncn6kYG14lEVG",Baby Shark,Pinkfong Animal Songs,2017-07-27
NLF711710457,"21RzyxY3EFaxVy6K4RqaU9",Body,Body,2017-10-27
USCJY1638003,"7yrJnekdlwWARt5lmVqJ6L",Burn Out,On The Rocks,2016-10-28
QZ22S1700044,"1HsoSwqtwGBNIHZM7lPmQR",Down To The Honkytonk,Greetings From...Jake,2018-08-07
QM3E21806146,"38nVuIj9mi5a8oopOJhSJk",Here Tonight,Ticket To L.A.,2018-09-24
USWB11801903,"0OCRwXbQRdOZ1OtB4Imsp1",Love Someone,"3 (The Purple Album)",2018-09-07
USUM71808325,"4XWnHzCRfRjaHRsTNeh3WR",Love Wins,Cry Pretty,2018-08-31
USRN11800020,"3Mnr3yyQk1aUPYgbpOQE31",Make It Sweet,Old Dominion,2018-11-05
USUM71820961,"1KVczjazCcCCgM3gXXUl47",Roses,FRIENDS KEEP SECRETS,2018-12-05
USSM11807704,"4nyY8oVjbX2d4qzlpiVM5n",Ruin My Life,Poster Girl,2018-10-18
QM7281869444,"4uP3pUP18ennmz0tb3GphR",Solo de Mi,X 100PRE,2018-12-14
USUM71709446,"3dCZm5HrG0jIXAHfNkg2H0",Take It From Me,Home State,2017-10-20
USUM71710648,"3bDXhWsPiFTHtrsMg5faL2",What Makes You Country,What Makes You Country,2017-12-08
USUM71707712,"41zXlQxzTi6cGAjpOXyLYH",idontwannabeyouanymore,dont smile at me,2017-07-21
USWB11900309,"5X4c1AVbFfl8u36AE5QLCI",Butterfly Doors,Harverd Dropout,2019-01-04
USSM11809114,"7wcyO1rrH3Ru4t659IjG41",Crushed Up,Future Hndrxx Presents: The WIZRD,2019-01-18
USRC11803551,"58oryymPZNdtS2z8Une6NJ",Undecided,Indigo,2019-01-04
USAT21813090,"61Oo3DUJubecZQosjho6Pp",Valuable Pain,Realer,2018-12-20
GBUM71807386,"3xgT3xIlFGqZjYW9QlhJWp",Dancing With A Stranger,Love Goes,2019-01-11
USSM11809125,"1I3ZAmPmbFV78oNKnibOiW",Jumpin On A Jet,Future Hndrxx Presents: The WIZRD,2019-01-18
USAT21802284,"2qxmye6gAegTMjLKEBoR3d",Let Me Down Slowly,Narrated For You,2018-05-25
USQX91803314,"2vXKRlJBXyOcvZYTdNeckS",Lost In The Fire,Hyperion,2019-01-10
USAT21813049,"6ZRuF2n1CQxyxxAAWsKJOy",Nights Like This,While We Wait,2019-01-11
USRC11803934,"0W5oXFrxZNBTIS1eMW9Ofz",Saturday Nights,Saturday Nights REMIX,2019-01-11
USUM71820721,"3KLo7ByvjCNyBrfz5DZ2mO",Splashin,The World Is Yours 2,2018-12-04
QZDA51839408,"1rBjexQsgqXpsS2BrCxaDX",Thotiana,Famous Cryp,2018-06-20
USUM71900110,"6ocbgoVGwYJhOv1GgI9NsF","7 Rings","thank u, next",2019-01-18
USSM11900028,"1WlU4jsJ8AoTB96dgd8LJA",Call The Coroner,Future Hndrxx Presents: The WIZRD,2019-01-18
USUG12208784,"2Hh3ETdQKrmSI3QS0hme7g",F&N,HEROES & VILLAINS,2022-12-02
JPU901803907,"0CALOqrkXAE7WB2nyIATLk",Face My Fears,Face My Fears,2019-01-18
USSM11900038,"3WRIaWsws011vHMd9uzPjG",First Off,Future Hndrxx Presents: The WIZRD,2019-01-18
USG4X1800047,"0pGXe7umwkcCm01Ipoxp0U",GIRL,GIRL,2019-01-17
USUM71900411,"3PYx9Wte3jwb48V0wArMOy",Keanu Reeves,Confessions of a Dangerous Mind,2019-01-18
QMJMT1902056,"2JvzF1RMd7lE3KmFlsyZD8",Middle Child,MIDDLE CHILD,2019-01-26
QMCE31902201,"6vWEAOUSxohKxhp0K1BsxL",Mixed Personalities,We All Shine,2019-01-18
QMCE31801827,"7eBqSVxrzQZtK2mmgRG6lC",Murder On My Mind,I AM YOU,2018-06-01
USSM11900024,"1AGPmw3QJBNfOK6XioDhZp",Never Stop,Future Hndrxx Presents: The WIZRD,2019-01-18
QMCQK1800053,"3OjNkFFZavF89xvRqWCXmU",On My Way To You,Ain't Nothin' to It,2018-08-10
USUM71823137,"3j84U36KvLeXNDPv4t5pI8",Pure Water,Perfect Ten,2019-01-16
USSM11900025,"4HfaOznGhHYWqPtpLYz2PB",Rocket Ship,Future Hndrxx Presents: The WIZRD,2019-01-18
USXDR1900020,"5W83ErFkO3aKAIS1WMi6u0",Secreto,Secreto,2019-01-15
USSM11900026,"2gXOzCwbVXACCaYRj4Qrep",Temptation,Future Hndrxx Presents: The WIZRD,2019-01-18
USUM71900770,"4SSnFejRGlZikf02HLewEF",Bury A Friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-01-30
US2BU1900425,"4au7FRcgZzChASRYu279xH",Con Calma,Con Calma (Remix),2019-04-19
GBKPL1933763,"7LpMG3AEaIJgs62HQhAa91",I'm So Tired...,~how i'm feeling~,2018-04-24
USUM71601617,"0bPnT6i9H1p8Vd85GS6Z7I",Night Shift,California Sunrise,2016-06-17
USSM11809279,"6PRh0ilIMEP1xlUHqalnkD",Put A Date On It,Put a Date On It (feat. Lil Baby),2019-01-25
USUYG1237274,"3jq1RpStaB1YGyN3rRZGca",Sauce!,"XXXTENTACION Presents: Members Only, Vol. 4",2019-01-23
USUM71813374,"2GlATHCDbLW7xq5BE0Bz5g",Shot Clock,Ella Mai,2018-10-12
USS9T1700026,"5NfJGBAL9mgFPRQxKJmiX2",Miss Me More,Unapologetically (Deluxe Edition),2017-11-03
QMCE31901980,"3pq5dd3Hwg2uJ3d63v9YRx",One Call,Drip or Drown 2,2019-02-01
USUM71900403,"5Il6Oe7lr5XM7A0cWbVQtr",Bad Idea,"thank u, next",2019-02-07
USUM71900399,"2hloaUoRonYssMuqLCBLTX",Bloodline,"thank u, next",2019-02-07
USUM71900409,"4kV4N9D1iKVxx1KLvtTpjS","Break Up With Your Girlfriend, I'm Bored","thank u, next",2019-02-07
USUM71900401,"3wFLWP0FcIqHK1wb1CPthQ",Fake Smile,"thank u, next",2019-02-07
USUM71900406,"2vdBo4ALPYbHRUPKgtE5iC",Ghostin,"thank u, next",2019-02-07
USUM71900407,"4T652DlATVHe0jdLKaN3Bw",In My Head,"thank u, next",2019-02-07
USUM71900404,"27356GVuMPFWiJSZCragoM",Make Up,"thank u, next",2019-02-07
USUM71900398,"4uTvPEr01pjTbZgl7jcKBD",NASA,"thank u, next",2019-02-07
USUM71900396,"1TEL6MlSSVLSdhOSddidlJ",Needy,"thank u, next",2019-02-07
USUM71800139,"79qxwHypONUt3AFq0WPpT9",Rainbow,Golden Hour,2018-03-30
USRC11900004,"6TqXcAFInzjp0bODyvrWEq",Talk,Free Spirit,2019-02-09
USQX91803661,"2fVHrSxsQbJUuj9MW9zG1e",Who Do You Love,World War Joy,2019-02-07
USUM71900881,"2XWjPtKdi5sucFYtVav07d","365","365",2019-02-14
USWB11800718,"2TLDilmv1UmRTfyb7f2Hrx",One That Got Away,Amos,2018-06-01
USAT21811659,"0PG9fbaaHFHfre2gUVo7AN",Please Me,Please Me,2019-02-15
USUG11802301,"4TWflhgevIGo448fWc6mQq",Red Room,FATHER OF 4,2019-02-14
USUG11900302,"6iaSML1PIYq936g62BDtBq",Robbery,Death Race For Love (Bonus Track Version),2019-02-13
QM3E21802135,"4qQwGRtGT7l6ckQtdPEFd4",Talk You Out Of It,Can't Say I Ain't Country,2018-07-06
QM3E21813000,"7grWGhX8SHNmyGOkMNVMCt",There Was This Girl,Different 'Round Here,2018-06-29
USUM71821752,"0PQoUlzP7ILdcrzpajHXc0",Worth It,The Golden Child,2019-02-08
QMCE31902024,"2OaKHGvIxoOzIYjyMsxcT8","3 Headed Snake",Drip or Drown 2,2019-02-22
USWB11900411,"6flur5o18COKeafnjLHRiJ",Be Like Me,Harverd Dropout,2019-02-22
USUG11802308,"59ywHNwwchG4nZJMLyxSzd",Clout,FATHER OF 4,2019-02-22
USUM71820924,"1ThmUihH9dF8EV08ku5AXN",Faucet Failure,STOKELEY,2018-11-30
USRN11800115,"19kUPdKTp85q9RZNwaXM15",Good As You,Experiment Extended,2018-11-09
USUG11802313,"32iPykTXUNZ9oGyACGUybq",How Did I Get Here,FATHER OF 4,2019-02-22
USSM11900959,"4Im6GRj17qa7NW76OsJh1s",I Guess I Just Feel Like,Sob Rock,2019-02-22
USUG11802615,"7pMRoGLEJuFM2wl5pt0R99",Legacy,FATHER OF 4,2019-02-22
USUG11802624,"44uF8DNeuCzdr6SnjydJ7x",Lick,Best of Rap,2019-02-22
