id,name,genres,followers,musicbrainz_id,type,country_of_origin,date_of_origin,year_of_origin,disambiguation,needs_review
0AAUWYwZqrnuwkjMCO5OX7,Casey James,['country'],42744.0,0b7ee619-16ed-4e60-b871-6a2111c12b76,Person,DE,,1929-04-17,"German big band leader & composer, 1929–2015",False
2L8yW8GIoirHEdeW4bWQXq,TJR,"['melbourne bounce', 'big room', 'bounce']",149272.0,ccf21509-41c5-418c-9832-351f0824fb39,Person,,,,US DJ & producer TJ Rozdilsky,False
37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,"['country', 'acoustic country']",1123111.0,a8806b5c-3ee0-4277-94d3-1a5427a7707c,Person,GB,,1952-04-04,"Thin Lizzy, blues guitar",False
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,"['r&b', 'neo soul']",13056955.0,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Person,US,,1981-01-25,,False
1zhIzONVRlTfD1VQRauHMl,Chris Cagle,"['country', 'acoustic country']",901074.0,533aaba8-82a2-451b-a99b-a24392696543,Person,US,,1968-11-10,,False
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,"['chicago drill', 'drill']",5817423.0,9118f524-be76-4eaf-875c-ccf15e2a2ad6,Person,US,,1995-08-15,US rapper,False
12Chz98pHFMPJEknJQMWvI,Muse,"['alternative rock', 'rock']",8554635.0,9c9f1380-2516-4fc9-a3e6-f9f61941d090,Group,GB,,1994,UK rock band,False
70kkdajctXSbqSMJbQO424,Kacey Musgraves,[],1629702.0,d1393ecb-431b-4fde-a6ea-d769f2f040cb,Person,US,,1988-08-21,,False
4sglKanXuoU0gqGYP3wiNv,Detail,[],3395.0,a2a50b14-6800-4227-9007-e1565ce89aa3,Person,,,1993,Kiev based dnb Producer; Daniil Marin,False
1T81IFRFywCJW0SNWMv3T1,The Treblemakers,[],67772.0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,GB,,1960,"UK rock band, “The Fab Four”",False
3ZqvXNT2zEezA2VUT90CYy,The Bu Harmonics,[],1919.0,a7e0dac7-1703-4ae0-9ddb-b40c5e33b727,Group,US,,,,False
4dpARuHxo51G3z768sgnrY,Adele,['soft pop'],67751201.0,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Person,GB,,1988-05-05,UK soul/jazz singer,False
2AsusXITU8P25dlRNhcAbG,Gotye,[],2291707.0,6f6fd596-76e0-4b82-aa37-f558ac2d337b,Person,AU,,1980-05-21,,False
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,[],505874.0,fad2875e-ba81-4637-b859-4684622dcb1c,Person,US,,1990-03-27,,False
7gjAu1qr5C2grXeQFFOGeh,Passion Pit,['indie'],1274322.0,daeec599-bf5d-4428-994a-e76ba5f86e2f,Group,US,,2007,,False
5Tf4EH8tDvznnjULcFxkIl,Alex Clare,[],503857.0,e8c8a3c3-29b6-421e-b977-fb6796231d41,Person,GB,,1986-09-14,,False
7vMpNua6oKT52WWHNUJ1No,Jonn Hart,[],86734.0,d971a9d9-6db8-4ef1-a356-dfa76acdc0d0,Person,US,,1989-08-29,,False
3guo5KSFSYSvcyH7kEiNBy,Priscilla,['bossa nova'],2313.0,bfb15dc3-d38f-4837-9aa5-d252502f65ed,Person,FR,,1989-08-02,French singer,False
738wLrAtLtCtFOLvQBXOXp,Major Lazer,['moombahton'],6327703.0,75be165a-ad83-4d12-bd28-f589a15c479f,Group,JM,,2008,,False
2hLBMpnVLdS8kOLFyFlq58,Mystic,['psytrance'],2761.0,58ec2de8-4970-4a86-ab51-45ace77f4f8e,Group,DE,,2000,,False
6AXr7aXrJYFI3XjslAWDPY,Michelle Chamuel,[],6416.0,2d4ddc45-1219-4bea-a169-9c4fe93f37e8,Person,US,,1986,,False
2OjoIDVPQKT9B7loZbPEfp,Claudia Leitte,"['axé', 'brazilian pop']",1062488.0,ff222983-7204-4b53-be2b-0971333ad53a,Person,BR,,1980-07-10,,False
0urTpYCsixqZwgNTkPJOJ4,Aaliyah,"['r&b', 'contemporary r&b']",5090742.0,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,Person,US,,1979-01-16,American R&B singer,False
0z4gvV4rjIZ9wHck67ucSV,Akon,[],6184725.0,1138a764-2212-4d0a-b02d-0dc14df91e08,Person,SN,,1973-04-16,US singer and producer,False
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,['emo'],12793559.0,b9472588-93f3-4922-a1a2-74082cdf9ce8,Group,US,,2004,,False
2NhdGz9EDv2FeUw6udu2g1,The Wanted,[],2448171.0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,GB,,1960,"UK rock band, “The Fab Four”",False
7xAcVHPiirnUqfdqo0USb1,Fantasia,['r&b'],2240147.0,4a5d70ad-89c8-47a1-afb2-4cc26471e113,Person,US,,1984-06-30,US R&B singer Fantasia Monique Barrino,True
2wIVse2owClT7go1WT98tk,Missy Elliott,['hip hop'],2781862.0,a0b8cb9e-7532-45fe-a74c-30e7c4009a39,Person,US,,1971-07-01,"American rapper, singer, dancer & record producer",False
3ZotbHeyVQKxQCPDJuQ4SU,Q-Tip,['east coast hip hop'],626796.0,b3c94036-6166-41d2-91a2-dc3a0b5fa188,Person,US,,1970-04-10,American rapper,False
53sIBaVjXQhfH89Vu6nEGh,GoonRock,[],11197.0,727b0e62-ad3e-4e14-ae3c-f068b0a84195,Person,US,,1975-04-18,,False
1gPo4GYra6HG4nBHD1D3c5,Zach Sobiech,[],31993.0,b9cde97c-d8ea-45bf-9d3b-0b3d8674dd14,Person,US,,1995-05-03,,False
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,['rap'],4336850.0,8ab5d936-49d1-415e-92c8-151e0e7dd912,Person,US,,1988-10-20,fka A$AP Ferg,False
3tJnB0s6c3oXPq1SCCavnd,Marco Antonio Solís,"['grupera', 'ranchera', 'mariachi', 'latin pop']",8783324.0,006631f4-5214-49ff-a386-a064853d1a1e,Person,MX,,1959-12-29,,False
3Oim8XBPbznAa8Jj8QzNc8,Cults,[],1296800.0,4c671d5a-7027-4398-8055-03e61d1a3967,Group,US,,2010,NYC indie pop duo,False
4vpGVGgxSDcCTmqYbsOnsn,Amber Coffman,"['dubstep', 'dub']",25539.0,edf4954c-019c-4b09-ba81-c56ec3d859f9,Person,US,,1984-06-15,,False
1md9aYaJ6Qt1FHypXICB5V,Emblem3,[],262757.0,2ff61fb7-cf59-4a82-a15c-fa24dc8b16d0,Group,,,2007,American reggae pop band,False
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,[],6039169.0,373a4c98-a46b-48e4-86ec-f6ca65b4f438,Person,US,,1993-04-16,"US rapper, singer, songwriter, and producer",False
0Cav8jyZKAHMFbAusOmjku,Christina Grimmie,[],462194.0,94d40ba7-2b35-48ae-86f1-66ea06102693,Person,US,,1994-03-12,,False
2E19mfEFhCr6UgZUYJGOEW,Katy Tiz,[],25412.0,122d63fc-8671-43e4-9752-34e846d62a9c,Person,US,,1984-10-25,,False
5RjqSn7vYk8Qb9GeLWRRhB,Gloriana,['country'],258290.0,45ee3bf0-7ef7-4a87-81e3-a5867473b93d,Group,,,2008,country band,False
1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,[],1111605.0,f3c48d53-8dfe-435f-84e6-1756754c4687,Person,US,,1987-06-18,,False
3ohcHMuUq1717s8AH17hfT,The White Buffalo,['southern gothic'],597685.0,2d1997f7-5cb9-43b0-80bf-9ff9555561ac,Group,GB,,1996,Three-piece rock band from London,False
46xMgypLHP8GNsYME3vRnV,The Forest Rangers,[],63400.0,a77e45f9-7f01-4577-9c1b-f2045d15aa74,Group,US,,,,False
4ZgqduOBdbifKWJp8KbiF3,Matt McAndrew,[],28875.0,b757ff7a-742f-4c05-926b-af2d8ee6cd29,Person,US,,1990-09-06,,False
50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick,['french indie pop'],267372.0,1b72331b-3a97-4981-a81c-eeee9c275d28,Group,FR,,2006,,False
2M4eNCvV3CJUswavkhAQg2,James Newton Howard,"['soundtrack', 'score']",423117.0,f6580b26-77f7-4a7b-8513-6db0476e8f21,Person,US,,1951-06-09,American score composer,False
3oCIYpmkFw8KGWwMNPKgXh,Jennifer Lawrence,[],36233.0,f0602f55-1770-483d-89bd-4bae0d0ac086,Person,US,,1969-07-24,American singer and actress aka J.Lo,False
4zt5aHAmGXYBO8FaWAbDGt,Craig Wayne Boyd,[],7390.0,e970f797-6365-4718-879d-611c6f03c861,Person,,,,,False
6MAAqVPDbQXqzX1fuyY91p,Chris Jamison,[],6940.0,c707b37e-cb5c-4694-be4d-46beefcb2475,Person,GB,,1951-03-04,,False
1P8IfcNKwrkQP5xJWuhaOC,LL COOL J,"['old school hip hop', 'east coast hip hop']",1908052.0,a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,Person,US,,1968-01-14,,False
3IhWQSrLj8EJjdvjFTpCyo,Vince Gill,"['classic country', 'country', 'traditional country', 'country christian']",698515.0,ec37ecfe-65b4-49a4-83c7-ee1ccaeec2e3,Person,US,,1957-04-12,,False
3ao3jf5d70Tf4fPh2bnXVl,We The Kings,['pop punk'],1320601.0,6ec79457-b06b-4e3b-83f9-9b26fc7a99bc,Group,US,,2005,,False
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,[],3122042.0,298f4089-1948-44b5-b5e8-d5381f42362f,Group,US,,2008-10-22,,False
2FsZnS8gQ8jG1HGnPYNlm9,Jamie N Commons,['southern gothic'],89537.0,84b453d8-84d0-4de1-9cd8-9daf2378923e,Person,GB,,1988-10-22,,False
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,[],45981616.0,b7d92248-97e3-4450-8057-6fe06738f735,Person,CA,,1998-08-08,,False
7Kp7SzuRuNiPFCy7JIwnLx,Ca$h Out,[],543867.0,d5f90fc9-eeb0-4aa2-afc1-7f15eb1aefb0,Person,,,1990-08-15,,False
1pCVxwkdixCeBPTboRZIi2,TeeFLii,[],72619.0,b475b9ae-8131-49ab-91a0-0eacafc09d14,Person,,,1987-07-17,,False
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,"['electro house', 'edm']",3798217.0,a39acc4a-985e-4173-a9ed-f325f2d3bc1c,Person,US,,1977-11-30,,False
5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,"['tech house', 'house', 'bass house']",440682.0,fca94d64-9ada-4264-9373-4158e2f7c7e7,Person,GB,,1982-08-08,British electronic music producer and DJ,False
2vVNxGBvKRQMWwI5c8KmYh,Tujamo,[],286690.0,b54f0842-5a48-4b6d-a8f5-8fa2cb23f9d2,Person,DE,,,German electro-house music producer,False
16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,[],1740465.0,40419b33-18e9-4d5a-a674-30b4bb14bac2,Group,US,,2009,,False
1SAugjIcuwNPKS4urSB7A6,Joe Budden,[],500079.0,02e81a75-461f-4b9d-b635-9cc916cef9c0,Person,US,,1980-08-31,,False
4mwXUEKaW4ftbncf9Hi58l,Tank,['r&b'],826074.0,9e4d93b6-0b22-4914-a3e4-efe8b8cd0378,Group,GB,,1980,UK metal/NWOBHM band,False
4D75GcNG95ebPtNvoNVXhz,AFROJACK,"['edm', 'big room']",4058805.0,a3ee920f-4e7f-4993-8aca-4b8538cfaa4a,Person,NL,,1987-09-09,dutch DJ and producer,False
6BXionV4R0BunrFpSwIMUK,Britt Nicole,"['christian pop', 'christian', 'cedm', 'ccm', 'christian alternative rock']",369363.0,2adb0ccf-24c5-4b69-85dd-dc5093020db2,Person,DE,,1964-10-25,Seibert (Hohloch); German musician,False
2gBjLmx6zQnFGQJCAQpRgw,Nelly,[],3883333.0,811900b2-68fc-4d41-8bad-69b7a1f4d628,Person,US,,1974-11-02,US rapper,False
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,['christmas'],6985848.0,611700cf-27f0-4dc9-ae80-c513a767853e,Person,CA,,1975-09-09,,False
7o9Nl7K1Al6NNAHX6jn6iG,Travie McCoy,[],516838.0,76bf7aec-83f0-47a9-8964-eea180b99ac2,Person,US,,1981-08-06,,False
7fJYw1vK9yWb8o51I8qHin,Chad Kroeger,[],129094.0,a59edb65-fae2-4344-b77a-5232516d4d7a,Person,CA,,1974-11-15,,False
2COi3lJPZHP2CjJBfofGwh,Greg Bates,['country'],21652.0,03cfec4a-9885-444c-9e74-5fbab5861106,Person,US,,1965-06-05,American musician and score composer,False
0nIyPY7J7G68WgQEOLHn0x,Anne Hathaway,['musicals'],70602.0,5ab7dac9-1099-4dbe-a018-157674689f0c,Person,FR,,1934-06-20,,False
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,[],7801674.0,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,Person,US,,1984-01-30,,False
5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,['southern hip hop'],1438767.0,de23d637-20df-4b15-ae63-263dd5a34f10,Person,US,,1978-04-22,US rap mixtape DJ Tyree Cinque Simmons,False
4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler,[],1321364.0,f59f7cee-8f6a-4a6f-b23c-f3b5fdf6208f,Person,US,,1992-12-18,,False
2r8r62VGJKGi463aH1HJUZ,Kirko Bangz,[],743878.0,7e08b1ef-cc96-4b9c-a175-e64aa022bc1d,Person,US,,1989-08-20,American rapper,False
6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,['southern hip hop'],4477176.0,b02ec63e-e78d-43e5-a594-462e95036e8d,Person,US,,1981-05-19,,False
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,[],7799499.0,6e019bc6-5c23-4935-94f0-4a896631d846,Group,US,,2005,,False
2PaRhxWFaqCUZybJDDoNrf,Jana Kramer,['country'],457729.0,68bd2b14-47b2-48d3-b3dc-7f5f97c6557b,Person,US,,,audiobook narrator,False
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,[],681348.0,bd01c9d7-89dd-4cb4-9baa-a43bfa292bed,Person,US,,1986-02-23,US singer-songwriter and record producer,False
6VxCmtR7S3yz4vnzsJqhSV,Sheppard,[],347197.0,6390e20f-bacf-474e-954e-5b12da73350e,Group,AU,,2009,Australian indie pop band,False
73r6cgVUoNL47qnJAF0Ihw,Taylor John Williams,[],25433.0,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,Person,US,,1932-02-08,American score composer,False
1rVN2nOV74weTglog9V0gk,Josh Kaufman,[],5110.0,1a054dd8-c5fa-40b6-9397-61c26b0185d4,Person,US,,1981-04-03,video game composer & arranger a.k.a. virt,False
6ktyNEnEukKzskQEiXgCFD,Craig Morgan,"['country', 'acoustic country', 'country christian']",1116572.0,1415b94a-ae0d-4918-9100-1943e8227f1b,Person,US,,1964-07-17,,False
4oLeXFyACqeem2VImYeBFe,Fred again..,"['stutter house', 'house']",2344033.0,bca46a0c-25c9-42ca-98c2-e64c8a5e337e,Person,GB,,1993-07-19,,False
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,['east coast hip hop'],3226304.0,10a9ff92-9637-4498-afea-7044b2ab0dc0,Person,US,,1972-05-20,,False
7r2uG6BlFXKcwmh9ItqlII,WRABEL,[],284555.0,f2cf9f22-52b9-4376-a131-5baf9aeab92b,Person,US,,1989-01-07,,False
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,['surf rock'],4079981.0,ff6e677f-91dd-4986-a174-8db0474b1799,Person,,,1975-05-18,singer‐songwriter from Hawaii,False
6YdYhEJqzEypHPI4KA0KyF,Amber Carrington,[],1710.0,52ee72de-e3d1-4429-9e39-d6bfedfe7295,Person,NL,,1969-05-09,Dutch vocalist Marie-Claire Cremers,False
4XqfpACObRB5AsBcUYjL8X,MC Eiht,"['west coast hip hop', 'g-funk', 'gangster rap']",382201.0,103555b8-ae47-4e99-8fc3-e31bdfd7854e,Person,US,,1967-05-22,"MC 8, Eiht, Tony Smallz",False
6FSZmn4oKr0o1UpTZ8vXMq,Matthew Schuler,[],6732.0,a86ee00f-bccb-4202-b37f-63375b3a51ad,Person,,,1948,,False
58lV9VcRSjABbAbfWS6skp,Bon Jovi,"['glam metal', 'rock']",16100734.0,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Group,US,,1983,group,False
0bfX8pF8kuHNCs57Ms4jZb,Roscoe Dash,[],279661.0,2d79c678-e9e6-4456-a941-8ca436747a43,Person,US,,1990-04-02,American hip hop rapper and record producer,False
6KfzyefHYuqfWaI5taICaN,Band Aid 30,['christmas'],4927.0,a3c1211b-9422-43be-a75c-5b6778e7c0b6,Group,,,,,False
3c95qPRLU7Jpu9rC3rc5A0,James Wolpert,[],2612.0,0b7ee619-16ed-4e60-b871-6a2111c12b76,Person,DE,,1929-04-17,"German big band leader & composer, 1929–2015",False
0H0OkFxp022WOyKlt3HmlA,LOLO,[],37425.0,22099938-0d7e-476f-991c-e1a04af528ef,Person,,,,"Toronto, Canada-based pop singer",False
4gOl5m9dY7IGAipqpul7GZ,Samantha Barks,['musicals'],27211.0,74a9e761-8ce3-4818-bbff-ad44e9cb2604,Person,GB,,1990-10-02,,False
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,"['blues rock', 'garage rock', 'modern blues', 'rock']",4154104.0,d15721d8-56b4-453d-b506-fc915b14cba2,Group,US,,2001,,False
40v31oiMOaz7dorFhevJRp,Jake Worthington,"['traditional country', 'texas country', 'red dirt', 'honky tonk', 'country']",91647.0,3548b790-9f39-47d5-9398-15ecbc1140ed,Person,US,,,,False
3XHO7cRUPCLOr6jwp8vsx5,alt-J,"['indie', 'indie rock']",3433765.0,569c0d90-28dd-413b-83e4-aaa7c27e667b,Person,GB,,1965-07-31,English novelist,False
3E6xrwgnVfYCrCs0ePERDz,Wisin,"['reggaeton', 'latin']",9925531.0,6a6eea03-b435-446c-bab1-312b45580aee,Person,PR,,1979-12-19,"Juan Luis Morera Luna, from Wisin & Yandel",False
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,"['latin pop', 'latin']",8115836.0,70ea63ea-70dc-4b63-951a-2c249d2b3b0a,Person,PR,,1971-12-24,"Puerto Rican singer, actor, author & king of Latin pop",False
51Blml2LZPmy7TTiAg47vQ,U2,['rock'],13718537.0,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,Group,IE,,1976,Irish rock band,False
2WoVwexZuODvclzULjPQtm,Sampha,['indie soul'],878408.0,130c2184-14f2-4180-a216-04b5a333be57,Person,GB,,1988-11-16,,False
2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,[],2402270.0,bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb,Person,US,,1987-09-28,,False
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,"['trance', 'progressive trance', 'progressive house', 'electronica', 'edm']",4565206.0,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,Person,NL,,1976-12-25,,False
6NXk2pLFocS2OkNdT7ncBt,Trevor Guthrie,[],23805.0,cbd827e1-4e38-427e-a436-642683433732,Person,US,,1912-07-14,American singer-songwriter,False
0SuQEAJ7EMAipBdrAYO4XS,Jacquie,[],28502.0,a1128bc8-acbe-4aa5-b5a5-db018ffbef5f,,,,,Wife? of Schusetta,False
16rJDrSGCHMXjPUuKwQcvp,Lea Michele,['musicals'],442604.0,6bb57027-e15a-40fe-974e-fa788711cb75,Person,US,,1986-08-29,,False
2mxe0TnaNL039ysAj51xPQ,R. Kelly,['r&b'],2502722.0,c2d25856-a09a-4d15-b404-77dd19c19e63,Person,US,,1967-01-08,,False
3Vl9fyKMIdLMswk8ai3mm9,Rebecca Black,['hyperpop'],184933.0,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,Group,GB,,1968-09,English heavy metal band,False
3IESHH5zmPjfKwiWuCXPqV,Dave Days,[],20759.0,07e748f1-075e-428d-85dc-ce3be434e906,Group,US,,1991,,False
2kM1LxD0AhAE5GULSYRQSa,Will Champlin,[],7565.0,3e3b43db-8d12-4f0c-8d21-e7355bcd7433,Person,US,,1983-04-24,,False
3EXJ8NNRFsjxtnqErEZ2jv,Arianna,[],2681.0,bc6d47e3-87ab-41d5-95de-d745082de2ae,Person,MX,,1958-11-27,Mexican singer,False
4gWAItIMhYCdD82T8tvv3T,Lucy Hale,[],602494.0,55489cf2-1d70-420f-a364-44b4e0eb276c,Person,US,,1989-06-14,,False
5PokPZn11xzZXyXSfnvIM3,Lifehouse,['post-grunge'],2165732.0,04591295-6d94-45cb-b6c7-1ae17c6f380e,Group,US,,1996,,False
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,[],1928394.0,8b477559-946e-4ef2-9fe1-446cff8fdd79,Person,GB,,1981-11-26,,False
6uothxMWeLWIhsGeF7cyo4,Enya,"['new age', 'celtic']",2655301.0,4967c0a1-b9f3-465e-8440-4598fd9fc33c,Person,IE,,1961-05-17,Irish singer-songwriter,False
7BAaznGSsqcksud4R5ou5z,Cory Gunz,[],53607.0,10ae95fd-6e01-48ec-8108-d49fedcc259f,Person,US,,1987-06-22,,False
4mxWe1mtYIYfP040G38yvS,Alan Jackson,"['country', 'country christian', 'classic country']",3444119.0,7291957b-c463-4275-a41c-a104c9e2337f,Person,US,,1958-10-17,US country singer/songwriter,False
3YJMzGjAm245zwJooY7PEj,Chrisette Michele,"['neo soul', 'jersey club', 'r&b']",602004.0,197db30d-0886-41ad-908e-c9dd70e62739,Person,US,,1982-12-08,,False
3nQ59hkeciYoR6RreQL4Rv,Darren Criss,[],133100.0,989a05be-85e2-4586-a5f4-4207a0a28391,Person,US,,1987-02-05,,False
7Ip2u3e5Nv6fFb5xyIHxEE,DEV,[],276410.0,7cc04f00-4c8f-40ea-894c-5f65777b3575,Person,US,,1989-07-02,US pop singer Devin Star Tailes,False
7C64wNX3howEFZjAYRKsfP,The Cataracs,[],121504.0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,GB,,1960,"UK rock band, “The Fab Four”",False
2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,"['country', 'classic country']",3072675.0,2f951906-5629-4fef-a260-5033151c162a,Person,US,,1961-07-08,US country singer & guitarist,False
2QYEvpsWUOjqaYuxDPTCmV,Diddy - Dirty Money,[],134272.0,480cdd78-e54e-4518-9ec9-572a62d7e1e1,Group,US,,2009,,False
2teIxF2qgr0rYmTTMKiZ7s,Kevin McCall,[],31541.0,727105fb-1a82-423f-9b3c-e29c7ea0fb4c,Person,US,,1985-07-25,,False
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,['baroque pop'],7318945.0,5fee3020-513b-48c2-b1f7-4681b01db0c6,Group,,,2007,,False
3q7HBObVc0L8jNeTe5Gofh,50 Cent,"['old school hip hop', 'east coast hip hop']",19490728.0,8e68819d-71be-4e7d-b41d-f1df81b01d3f,Person,US,,1975-07-06,,False
6MF9fzBmfXghAz953czmBC,Taio Cruz,[],2397119.0,ba7d2626-38ce-4859-8495-bdb5732715c4,Person,GB,,1980-04-23,,False
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,[],1325330.0,15a5da16-8b89-4047-aefe-81473c97b5b2,Person,US,,1967-12-13,"actor, comedian, and singer",False
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,['dance pop'],2290349.0,2fddb92d-24b2-46a5-bf28-3aed46f4684c,Person,AU,,1968-05-28,,False
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,"['old school hip hop', 'g-funk', 'gangster rap', 'west coast hip hop', 'hip hop', 'rap']",15396190.0,5f6ab597-f57a-40da-be9e-adad48708203,Person,US,,1965-02-18,"Andre Young, rap producer",False
1Xfmvd48oOhEWkscWyEbh9,Lloyd,['r&b'],2835435.0,980ee2d8-2ee9-407b-b48e-48360fbc7437,Person,GB,,1948-03-22,English composer and impresario of musical theatre,False
698hF4vcwHwPy8ltmXermq,Far East Movement,[],1119916.0,6bd5655c-b7fe-48ee-8925-c2d2d8798618,Group,US,,2003,,False
52aHqEQZ802daFzuMHfcES,El Cata,"['merengue', 'mambo']",17860.0,73ac884e-76d4-49b9-aa39-983801c2afb1,Person,DO,,,,False
2eRJjYEaWyGZbOBGYFLBoC,The Ready Set,[],312173.0,3979bb32-59b4-442e-aafa-de4ae2439400,Person,US,,1989-11-14,,False
6vbY3hOaCAhC7VjucswgdS,Twista,[],1255176.0,0bc858a1-3573-4216-9423-c96dd8c72919,Person,US,,1973-11-27,US rapper,False
7qAcXJgt1PWnxwUgxMdyuk,SICK PUPPIES,[],989530.0,86f78011-5087-48d2-8922-c381d2eb0c40,Group,AU,,1997,,False
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,[],2877676.0,59eda569-b380-4958-b98c-051d1667b3e1,Person,US,,1986-05-31,,False
35GL8Cu2GKTcHzKGi75xl5,Jennifer Hudson,[],2018744.0,95b5d5b5-46c4-4c3e-89d5-ffe9236427ac,Person,US,,1981-09-12,,False
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,[],1564415.0,5b64e344-b2fb-47bd-bd7b-4c793b17d472,Person,US,,1988-02-12,,False
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,[],2158919.0,b76c616a-ec0d-4f0c-b986-f249c4a04d77,Person,US,,1982-12-05,,False
1g1yxsNVPhMUl9GrMjEb2o,Plain White T's,[],1365022.0,49576e42-fbbd-4d73-968d-93c8dcf7f065,Group,US,,1997,,False
4we5S2VLjgY9KzIzApL1KI,Ryan Tedder,[],47232.0,0bc6d6e7-0858-4b73-a079-7aa681095f98,Person,US,,1979-06-26,"American singer, songwriter, and producer",False
5JOIrGvup0vD5VjodB62Ui,Ruff Loaderz,[],2805.0,763e1ccd-7269-47fd-a7ed-5ea67aff8872,Group,,,,,False
6XwwFnewNgWp81MYMK8zLq,Edward Maya,[],358283.0,257891db-1f69-4660-894d-075e355431a8,Person,RO,,1986-06-29,Romanian DJ and singer,False
34dZRjYum6vVBGslgYaBtB,Vika Jigulina,[],51873.0,2cb3ebf3-09fb-45fe-8267-9a45d15796df,Person,RO,,1986-02-18,"Moldovan-Romanian music producer, singer, and disc jockey",False
0hYxQe3AK5jBPCr5MumLHD,Sugarland,['country'],2003895.0,f87b740a-c22b-4fae-9987-1f3e16f840c4,Group,US,,2002,US country music duo,False
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,[],9807058.0,d5be5333-4171-427e-8e12-732087c6b78e,Group,US,,1995,US pop/hip hop group,False
4yt2wdqvcHygghx9iNUb6i,DJ Frank E,[],3394.0,f2e17339-1be9-4d30-8d82-f856c43c5400,Person,DK,,,Danish techno producer Frank Madsen,False
02rd0anEWfMtF7iMku9uor,Reba McEntire,"['country', 'classic country']",2244419.0,3ec17e85-9284-4f4c-8831-4e56c2354cdb,Person,US,,1955-03-28,,False
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"['nu metal', 'rap metal', 'rock', 'alternative metal']",32576111.0,f59c5520-5f46-4d2c-b2c4-822eabf53419,Group,US,,1996,American rock band,False
4KkHjCe8ouh8C2P9LPoD4F,Yolanda Be Cool,[],65909.0,bd90e308-9904-48fb-9318-918d3f595d73,Group,AU,,2009,,False
6OkVmXCnj1BPjTf5aihiwt,DCup,[],14311.0,2e5d5a88-b8b8-44a8-aa7e-14795fe7f643,Person,AU,,1985-03-13,Australian producer/DJ Duncan MacLennan,False
3rWZHrfrsPBxVy692yAIxF,WILLOW,[],3031304.0,6bbfc71b-5f18-4e61-82fb-bee0c2a6b5f9,Person,US,,2000-10-31,punk rock singer Willow Smith,False
6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,[],10463085.0,37d0a847-32d3-480f-bd1e-101f50a3d332,Group,US,,2008,,False
2epZPZ7pPLAho4JLe9UwFd,Troop 41,[],7334.0,e9e9bd5f-b003-4465-99d5-438662645200,Group,US,,2005,,False
