id,name,genres,followers,musicbrainz_id,type,country_of_origin,date_of_origin,year_of_origin,disambiguation,needs_review
6y5amJcTjeDgLXIjtQLMst,SAYGRACE,[],245058.0,1ec7db1c-2205-4080-8141-440a4dcaaee1,Person,AU,,1997-04-08,"Australian singer and songwriter, formerly Grace",False
4FZ3j1oH43e7cukCALsCwf,Jack White,"['blues rock', 'garage rock']",1429479.0,3ae2fb37-8a23-429d-9920-bac811c4fc22,Person,US,,1975-07-09,"rock & blues multi‐instrumentalist, The White Stripes, Third Man Records",False
53KwLdlmrlCelAZMaLVZqU,James Blake,[],1567103.0,0b7ee619-16ed-4e60-b871-6a2111c12b76,Person,DE,,1929-04-17,"German big band leader & composer, 1929–2015",False
3jHBxvZ9gbBkZ17wKUqVsO,Kent Jones,[],128173.0,f2903be0-79a7-4334-8cc5-e45309482a97,Person,US,,1931-09-12,US country music vocalist,False
7e1ICztHM2Sc4JNLxeMXYl,dvsn,"['trap soul', 'alternative r&b']",1278569.0,6c4ee7ef-36b6-4bae-b396-51bb96148986,Group,CA,,2015,Canadian R&B duo,False
7v9bFXCdSMA2o3gS4nvp0F,Pimp C,"['southern hip hop', 'crunk']",957307.0,31e7bab6-66ce-4aa5-87f0-0333c4b6c5d2,Person,FR,,1931-05-11,,False
4JbmXqez7WvTggoxn3UpVT,Ghost Town DJs,['miami bass'],51248.0,6fb233c5-68e7-4b10-8e0e-b923b8dce94a,Group,US,,,,False
4UodukR17NIQfNu5uaqm9B,Jamila Woods,['alternative r&b'],237935.0,a357b4fb-b0ca-4b4e-9b6b-2030bb2ce2d6,Person,US,,1989-10-06,,False
6vVB9hUpiPCp5SWAYwSzUt,Adam Wakefield,[],8552.0,efacb5be-6e0e-4a89-8543-a979675fef22,Person,US,,,US country,False
3Yw2flLUwQIZgpA2qSNj30,Alisan Porter,[],15389.0,f87e19fb-1590-4f62-ae7d-a973c1efbc1b,Person,US,,1981-06-20,,False
4r8lFKdMmYGN1Ayywk9lce,Hannah Huston,[],6768.0,91d94417-1d40-443f-b6a0-95757438a421,Person,,,,,False
4u5smJBskI6Adzv08PuiUP,Kiiara,[],941401.0,dbc26631-5e61-4ba2-84ff-e1423a1c288a,Person,US,,1995-05-24,,False
68abRTdO4meYReMWHvBYb0,Chris Lane,['country'],1052890.0,c707b37e-cb5c-4694-be4d-46beefcb2475,Person,GB,,1951-03-04,,False
5M0lbkGluOPXLeFjApw8r8,DRAM,[],894961.0,6247d69d-426f-440f-97e0-74a9a0b00358,Person,US,,1988-08-03,"formerly Shelley FKA DRAM, D.R.A.M.",False
6icQOAFXDZKsumw3YXyusw,Lil Yachty,[],10995324.0,a668565b-41b8-44a8-9d5c-8e609dbf69fc,Person,US,,1997-08-23,US rapper,False
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,"['southern hip hop', 'rap', 'trap']",6067697.0,36494952-f434-45d8-a958-8b4acdbcf8a8,Person,US,,1980-02-12,US rapper,False
0VRj0yCOv2FXJNP47XQnx5,Quavo,[],8231953.0,6143403a-df6c-429e-8ee6-ef869896b0da,Person,US,,1991-04-02,US rapper,False
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,['melodic rap'],19523732.0,8837b875-3689-4646-b3fd-d8b53815c7a8,Person,US,,1995-07-31,,False
6czdbISBoxGckbBX8F4m8L,Jacob Sartorius,[],582090.0,d5c4569c-1ba2-44fd-861c-8e4bbc43ab56,Person,US,,2002-10-02,,False
6For8X8tvxvDol46ZOQrtr,Broadway for Orlando,[],253.0,e3060a6d-cf30-4573-82c0-14f0f5d33b50,Group,,,,,False
3XVpDdKav6C6zwlDXPhMEO,Kamaiyah,['hyphy'],198467.0,c344fb50-2f55-4dd3-879b-b07f0e5387e1,Person,,,1992-03-13,,False
4xRYI6VqpkE3UwrDrAZL8L,Logic,[],6146681.0,713e751f-3ddb-4b77-b3b1-9e6f2e953ad5,Person,US,,1990-01-22,US rapper,False
4AapPt7H6bGH4i7chTulpI,Ben Rector,[],403310.0,9f478f13-554c-49fc-b5f6-fcf110010c39,Person,US,,1986-11-06,,False
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,[],12685120.0,5ec1ecc6-4535-4911-a27a-e26343f4a189,Person,US,,1997-06-11,US rapper,False
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,"['colombian pop', 'vallenato', 'latin', 'latin pop']",6848770.0,ac367c2e-7783-41e5-a184-131da6b0c166,Person,CO,,1961-08-07,,False
4sTQVOfp9vEMCemLw50sbu,Galantis,[],3483158.0,a7229e38-bab7-48c1-9f35-9b4c49738b0f,Group,SE,,2012-03-01,,False
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,[],420493.0,723a441f-26d5-428c-8669-0f8b7276920f,Person,US,,1987-04-09,,False
41LfjfTCcTCUdykJqNyFw8,Dae Dae,[],382041.0,1d77e146-b983-469b-9cd7-b59bc8ceb2d9,Person,,,1992-07-19,Rapper Marquavis Goolsby,False
7keGfmQR4X5w0two1xKZ7d,Kungs,[],989729.0,a125cd83-a379-4935-a7ec-beaa778bad70,Person,FR,,1996-12-17,French producer Valentin Brunel,False
726MxZBpkxnnoKl6aN7mmj,Cookin' On 3 Burners,[],91132.0,5c55bacc-dce2-493d-95ea-937c2e96373c,Group,AU,,2000,,False
2hWs22BmQkK4czFtDLnar2,Rob $tone,[],328247.0,777e1c46-9895-4647-9c5f-c3dcb7de03d7,Person,AU,,1933,,False
1rs3y69kDwkIdGJcOYngQt,J. Davi$,[],9652.0,569c0d90-28dd-413b-83e4-aaa7c27e667b,Person,GB,,1965-07-31,English novelist,False
36Tn5h23ysORlLKc42UXfe,J Spooks,[],6513.0,569c0d90-28dd-413b-83e4-aaa7c27e667b,Person,GB,,1965-07-31,English novelist,False
0PDqlUGugF5Jt6DZyATvfz,Betty Wright,"['classic soul', 'soul']",317646.0,eed5f159-4858-4464-93c3-fc2da3796446,Person,US,,1953-12-21,American soul and R&B singer,False
4lDBihdpMlOalxy1jkUbPl,Grey,[],171344.0,ab309b83-904f-4e2c-8d11-a0223bba51f9,Group,JP,,1997-02,,False
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,[],8869729.0,3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9,Person,US,,1995-04-24,,False
6TlLdicGl92pqnySP64n2g,Skeme,[],46075.0,94cf511f-296d-47b9-badd-954647e7d3fc,Person,US,,1990-01-03,,False
7rqt4bOV0ELIMJKQnvmssL,Lyquin,[],352.0,91f1c337-ea45-4a9d-84b5-26632cf95f01,,,,,,False
03tfKFHhDoDqF73vCI3cxn,William Michael Morgan,"['country', 'traditional country']",51571.0,73fd5675-cbe9-4b40-8523-990d5628a3c0,Person,DE,,1968-03-10,German schlager singer,False
2J0JN7EFN10G1Tty6hX0AN,DJ ESCO,[],313565.0,4603ee86-4f73-471e-8fc7-4a26549ed119,Person,CH,,1968-01-05,"Swiss recording artist, singer-songwriter, dancer and music producer",False
7LvoDJUNGnOrPdGRzVtOJ9,Young M.A,[],1635861.0,7e93517b-897f-43f7-bee9-8bdb7bd1c9b1,Person,FI,,1940-03-12,,False
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,[],2033612.0,12398bf3-1b99-47b7-930c-f3956773f35a,Person,US,,1994-04-18,"rapper from Portland, OR",False
0fiWOxhsBsQQvFDtxUQWo0,Brett Young,['country'],1266920.0,75167b8b-44e4-407b-9d35-effe87b223cf,Person,CA,,1945-11-12,"Canadian singer, songwriter & musician",False
1URnnhqYAYcrqrcwql10ft,21 Savage,[],24384785.0,37b2cb82-ef79-4d46-a184-a549450aa231,Person,US,,1992-10-22,,False
0KlSW3j5fUEfej47FOrBMr,"Artists Of Then, Now & Forever",['country'],29521.0,1f988d75-7f1c-4a74-b810-b6435a7f4fb4,Group,,,2016,,False
7nKeLE1toRtW4M279iS26h,Zay Hilfigerrr,[],67951.0,f69e3f10-4f8d-4847-89b0-5805a9fa9f7b,Person,US,,2000,,False
5AsWcQXw4RJFRWBbwa0ti0,Zayion McCall,[],12736.0,6ff43b66-585e-4ad8-b6bd-c31179eea446,Person,US,,,,False
5Berubt6ysOy2LCMyqhmXP,YFN Lucci,[],2604440.0,93cc3f11-751a-48d4-aaaf-ebad6cd0526d,Person,US,,1991-02-16,,False
0701LAQrkY5Il5vt06uNnC,Trouble,[],139533.0,2bfd6269-90a6-405e-8ce2-db6ad23a489c,Group,US,,1979,US doom metal,False
7xEFii6utZmQ61kX59HmLH,FRENSHIP,[],196391.0,b9f0dfa1-7cf1-4e3c-8770-c8bc660c000a,Group,US,,2016,,False
1oKdM70mJD8VvDOTKeS8t1,Emily Warren,[],67326.0,f6d6c77c-367b-4e7c-acc8-34828449df48,Person,GB,,1962-07-04,,False
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,[],10244029.0,55e6074f-ef78-4ec3-8fff-bd1b8cc8c14a,Person,IE,,1993-09-13,,False
4N874uPqBka1QiCvnCVOtr,Phoebe Ryan,[],355761.0,c80f38a6-9980-485d-997c-5c1a9cbd0d64,Person,US,,1974-11-05,"US singer-songwriter, multi-instrumentalist, producer & poet",False
2auiVi8sUZo17dLy1HwrTU,Solange,"['alternative r&b', 'neo soul']",2184849.0,410e7fd3-b865-4fa0-bb18-1b7fd53382ca,Person,US,,1986-06-24,US RnB vocalist Solange Knowles,False
21j2G9IPn9QLHII7faCOsw,Ardalan,['tech house'],20182.0,b5fa49ef-1ff5-41d5-b1ab-ab7621fed1bf,Person,,,,Tehran‐born San Francisco‐based DJ,False
0Ib3jGvmjr2riNxNkfA1DP,Claire George,[],5583.0,27870d47-bb98-42d1-bf2b-c7e972e6befc,Person,GB,,1685-02-23,German‐British baroque composer,False
37GBT1Lhfc2sgq4jZIt6n2,PIKOTARO,[],29384.0,cdfdd68b-3f63-43bc-a474-81227fa0cf58,,,,,TimmyTurnersGrandDad contributor,False
64KEffDW9EtZ1y2vBYgq8T,Marshmello,['edm'],34590828.0,301b45a4-b8b9-410e-8344-4b4eaf96691a,Person,US,,1992-05-19,,False
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,['pop'],47280929.0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Person,GB,,1995-08-22,,False
4IWBUUAFIplrNtaOHcJPRM,James Arthur,['soft pop'],21081020.0,0568c60f-9852-4708-82ab-1afb8bb1342f,Person,GB,,1859-05-22,,False
1z7b1Pr1rSlvWRzsW3HOrS,Russ,[],5552549.0,9ddf4b19-dd14-45d9-b056-49541b16dc80,Person,US,,1992-09-26,US rapper,False
1r4hJ1h58CWwUQe3MxPuau,Maluma,"['reggaeton', 'latin', 'urbano latino']",39191832.0,e8979f75-9110-4df8-ac70-898898d080d1,Person,CO,,1994-01-28,"Juan Luis Londoño Arias, Colombian reggaeton/pop singer",False
4yLuE0l9rK7fqijTb7BPh9,Sound M.O.B.,[],622.0,b86e5917-4430-44d4-886f-9e7a1035dbc4,,,,,,True
21WS9wngs9AqFckK7yYJPM,PnB Rock,['melodic rap'],4311780.0,aa5a6061-e60d-4a58-b9f6-c09de390bb2d,Person,US,,1991-12-09,,False
6ioOEWNNGK40H8xrGj6XPW,XYLØ,[],363871.0,8306a3d9-35f5-4d78-85cf-7b0f7b9873a9,Group,US,,2015-01,,False
02A3cEvlLLCbIMVDrK2GHV,Starley,[],231849.0,6703863e-2dda-4079-90ab-ef7b72d14881,Person,AU,,,Australian singer/songwriter Starley Hope,False
33JQK4UoS2aMPYBfdB5Ftt,Ryan Riback,['melbourne bounce'],18078.0,174d1b3f-f950-4727-819a-c439bd535809,Person,,,,Electro/House/Club DJ & producer,False
5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,['singer-songwriter'],3741613.0,65314b12-0e08-43fa-ba33-baaa7b874c15,Person,CA,,1934-09-21,Canadian singer‐songwriter and poet,False
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,"['jazz rap', 'east coast hip hop', 'old school hip hop', 'hip hop']",2432663.0,9689aa5a-4471-4fb4-9721-07cecda0fa9f,Group,US,,1985,,False
5mnS9jJdKQQcRSqFu5YPVe,Auli'i Cravalho,[],242878.0,715d6b2d-9b1f-4615-8e7c-71cf5e9bcde3,Person,US,,2000-11-22,,False
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,[],2166303.0,5df148ae-78eb-495a-8a0b-d16f3105992d,Person,US,,2000-01-08,,False
759h9uEwoHm8KKq1pGI9RH,Opetaia Foa'i,[],24464.0,f477e3bd-5d1a-442c-aa60-9bf865a14d41,Person,NZ,,1956,,False
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,['musicals'],908011.0,925c7673-0e85-410f-b7e4-d9705a7aa619,Person,US,,1980-01-16,,False
1T8S48bD91THNKBByWBDyn,Dwayne Johnson,[],372251.0,8a8bbba6-72f7-4900-a306-c40b94f2631b,Person,US,,1911-05-08,1930s blues legend,False
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,[],12994389.0,e3d5b5ec-101a-4529-9f2d-01dca64cf44e,Person,GB,,1991-04-07,British singer,False
3HgDVnEnlN20dfe1vvaBXH,Sundance Head,"['texas country', 'red dirt']",13364.0,cb13adb3-d73c-4015-a1cd-6d58254710a8,Person,,,1979-01-22,,False
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,[],7083735.0,eea8a864-fcda-4602-9569-38ab446decd6,Person,US,,1901-08-04,,False
0MHgLfmQdutffmvWe5XBTN,Burl Ives,['christmas'],122500.0,086c1936-9eaa-4091-b140-ad33a51a3b71,Person,US,,1909-06-14,,False
7K78lVZ8XzkjfRSI7570FF,José Feliciano,"['christmas', 'bolero', 'villancicos']",476001.0,3c004c98-aab6-4b63-a2df-e07c98e73b0a,Person,US,,1945-09-10,"born 1945, not Cheo Feliciano",False
4sj6D0zlMOl25nprDJBiU9,Andy Williams,"['christmas', 'adult standards']",607230.0,57cb4257-9855-4a42-b1be-bfba1d9b520d,Person,US,,1927-12-03,US pop/jazz vocalist,False
5lpH0xAS4fVfLkACg9DAuM,Wham!,['christmas'],3218209.0,d570bb31-b9ca-45a4-a2d9-11b186d9c159,Group,GB,,1981,British pop-duo,False
19ra5tSw0tWufvUp8GotLo,George Michael,[],5788985.0,27870d47-bb98-42d1-bf2b-c7e972e6befc,Person,GB,,1685-02-23,German‐British baroque composer,False
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"['reggaeton', 'latin']",38291252.0,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Person,PR,,1977-02-03,,False
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,['melodic rap'],9084437.0,c1708d03-8a66-46eb-848e-fe0d233ffb39,Person,US,,1995-12-06,,False
1qSJaftSab2kTTsj7fLxvM,DJ SpinKing,[],17960.0,9391a020-58d7-426c-8837-52b3dcd1d8cb,Person,,,,Rap,False
7jdFEYD2LTYjfwxOdlVjmc,KALEO,[],2073791.0,260072fb-48e5-4653-9d17-b22e39e84d9c,Group,IS,,2012-11-08,Icelandic rock band,False
4qBgvVog0wzW75IQ48mU7v,KYLE,[],1124002.0,95373e26-9262-4449-bcfe-7e753226ddf4,Person,US,,1993-05-18,rapper,False
3Fdm9TFJQCLmC3AWMuGExi,Ugly God,[],2037653.0,4bafe97c-81d4-4a8e-b54b-7f6e60ea7abe,Person,US,,,,False
6LuN9FCkKOj5PcnpouEgny,Khalid,[],17046340.0,28737730-ec70-4da5-89c5-77ac13c5c34d,Person,US,,1998-02-11,American R&B singer‐songwriter,False
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,['latin'],11056866.0,d68fda90-ab8d-4799-be56-317ba4ae700f,Person,PR,,1978-04-15,,False
1xHQO9GJIW9OXHxGBISYc5,Marian Hill,[],486562.0,3edc0ad0-c000-4c1d-b5fc-866832474842,Person,AT,,1940-07-27,Austrian singer Ferenc Gillming,False
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,['soft pop'],6241546.0,68fdc9cc-1094-48bb-942f-66492343e41c,Person,GB,,1988-10-12,,False
4JNfz6aO9ZFz0gp5GY88am,Hey Violet,[],1059480.0,dda7dcb6-154e-471e-a28d-6acbe11c7f2d,Group,,,2015-02-08,,False
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,[],5321543.0,4757df70-6c3e-46b8-99c0-a68644595c9a,Person,US,,1993-11-13,,False
6lhcetPeykmqxEJWU0aMcf,lamb,[],81.0,0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7,Group,GB,,1996,English electronic music duo from Manchester,False
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,['emo rap'],52304541.0,61af87f4-16ee-4431-8504-cc06187079fb,Person,US,,1998-01-23,,False
7z7kN3prU5FQJk32gTDYAW,DJ Suede The Remix God,[],60100.0,c5c53620-ccdf-4e39-9e53-b5e615dae7bb,,,,,,False
4ryoUS0W8qXokfMxrlJt6O,Skip Marley,['reggae'],328153.0,c296e10c-110a-4103-9e77-47bfebb7fb2e,Group,JM,,1970-12,,False
718COspgdWOnwOFpJHRZHS,Luke Combs,['country'],13597941.0,c20ee61f-071f-4e65-9c81-45ee931a54ce,Person,US,,1990-03-02,country music singer,False
27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,[],1014364.0,eb4d0e06-6a69-4f5e-994c-68bcf08acb23,Group,,,,,False
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,[],6831375.0,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,Group,US,,1993,,False
4A0TivfinfALCAMJqqjZIk,Funk Wav,[],17919.0,103241b0-6adf-4b4f-9cff-5c87459f61a4,Group,US,,1969,,False
4IVAbR2w4JJNJDDRFP3E83,6LACK,[],4875592.0,07832b42-8826-4ab1-acd3-c49a2f595ffe,Person,US,,1992-06-24,,False
6wMr4zKPrrR0UVz08WtUWc,Black Coffee,"['afro house', 'afro tech', 'house']",1524307.0,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,Group,GB,,1968-09,English heavy metal band,False
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,[],3684274.0,d62614aa-ef2c-44cd-8a7b-91292755a1d0,Person,GB,,1997-06-11,,False
3S0tlB4fE7ChxI2pWz8Xip,Giggs,"['grime', 'uk grime']",562118.0,bb7dd5d7-95e6-46a0-9692-cb99134995b6,Person,GB,,1983-11-24,UK rapper,False
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,[],4078623.0,babeb28b-5142-4af9-a3c5-9987315f1fc3,Person,,,1994-03-23,,False
4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,[],2286580.0,37993cdf-f61a-488f-8cca-07e03b8aaa02,Person,,,1985-01-29,,False
21451j1KhjAiaYKflxBjr1,Zion & Lennox,"['reggaeton', 'latin']",8484199.0,a06afacd-7894-442e-95ba-49366b2b3e02,Group,PR,,2003,,False
3hPPNy5OBzCU1icQO7Nrok,99 Percent,[],18006.0,1b7e3bc1-0414-4d3a-9cde-7b4faf759a4f,Group,,,,Rappers,False
6KImCVD70vtIoJWnq6nGn3,Harry Styles,[],34379700.0,49c48b7f-1ff1-4f02-a1aa-ca1254b46ef2,Person,US,,1927-03-01,,False
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,[],3160172.0,a17ce9c3-8f6f-4dcc-a1b7-2a04ab9e31f0,Person,US,,1993-06-07,,False
4L1YBxxAxQx0HG8lgPcFcJ,Damian Lemar Hudson,[],5037.0,f45b895d-1887-40ce-aae7-51db5a659e25,Person,US,,1989-06-01,"US Singer, worked with rapper Logic",False
3qBKjEOanahMxlRojwCzhI,Zacari,[],130489.0,870df552-bcb0-46a6-b17b-f5f04ff04936,Person,,,1994-04-08,,False
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,[],2235880.0,51c76d97-0635-433c-b26d-66beb81657f8,Group,US,,2010,,False
2cFrymmkijnjDg9SS92EPM,blackbear,[],5107690.0,e07d9474-00ea-4460-ac27-88b46b3d976e,Person,US,,1990-11-27,hip hop artist,False
78YqeIji3mgAS2K1Maca6x,Dylan Scott,['country'],1941073.0,72c536dc-7137-4477-a521-567eeb840fa8,Person,US,,1941-05-24,,False
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,['rage rap'],15451993.0,2baf3276-ed6a-4349-8d2e-f4601e7b2167,Person,US,,1995-09-13,,False
1DTZRmlVZBxx2wRQBtx6yi,Midland,"['country', 'honky tonk']",388758.0,e0a60de0-22c3-4e10-ac93-3a385191bbf6,Group,US,,2014,US country band,False
65Soberz2DNvbx2hrxHcx5,Lauren Duski,[],56913.0,01bd67cf-7c1b-44cf-98e7-182d9832f26f,Person,,,,,False
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,[],2104564.0,8b579b9a-84ef-4975-884f-19e988cfc181,Group,US,,2014,,False
4urap4WzzvxwW5cC12CBGv,Chris Blue,['southern gospel'],16416.0,c707b37e-cb5c-4694-be4d-46beefcb2475,Person,GB,,1951-03-04,,False
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,[],10229341.0,93ae8651-24ee-406c-b927-eb7cd773ae38,Person,,,1993-08-29,,False
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,[],5760999.0,92631c53-91ed-48f5-a09d-a104ba69cdc7,Person,US,,1991-12-14,"Atlanta rapper, member of Migos",False
3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,[],1254679.0,911eced6-eeb5-43c4-81d5-94e152072108,Person,US,,1996-06-27,,False
41hhOkoRcm7m4fE0g7t1sa,Jake Paul,[],1099400.0,ba550d0e-adac-4864-b88b-407cab5e76af,Person,GB,,1942-06-18,The Beatles,False
0c9SxmpndQLJkNXd2OBTIg,Team 10,[],9649.0,c999f4ef-8733-46f8-ae3a-d5628c260ea8,Group,JP,,1988,,False
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,"['reggaeton', 'trap latino', 'latin', 'urbano latino']",39722889.0,f2651b63-a44d-4d1d-ba64-d981d971ecd1,Person,PR,,1992-03-13,,False
7tYKF4w9nC0nq9CsPZTHyP,SZA,['r&b'],33995749.0,272989c8-5535-492d-a25c-9f58803e027f,Person,US,,1989-11-08,,False
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,[],1546158.0,3599a39e-4e10-4cb5-90d4-c8a015ebc73b,Group,US,,2004,,False
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,[],950248.0,7cb6e306-a75b-48b4-be00-2c4aa6bbe3a8,Person,US,,1993-05-17,,False
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,['r&b'],8096500.0,201412c6-7ced-472b-87a9-9259ec3c07d3,Person,US,,1995-09-19,American singer-songwriter and producer,False
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,[],886335.0,21354007-a91f-4460-934d-12d389de3a2a,Person,US,,1992-12-12,,False
4RSyJzf7ef6Iu2rnLdabNq,Willy William,[],299923.0,5fe3e1bf-ba2b-4cf6-9bf8-e6700b702b4d,Person,US,,1958-02-01,,False
3QJzdZJYIAcoET1GcfpNGi,Damian Marley,"['reggae', 'ragga', 'roots reggae']",1901764.0,c296e10c-110a-4103-9e77-47bfebb7fb2e,Group,JM,,1970-12,,False
5ClhQPdU6C5kY1kgK1ZQdm,Gloria Carter,[],439.0,d5c51c36-ac67-4727-91ed-ee9f0df81a2d,Person,US,,1943-09-07,,False
7f35VZGDpomj11PXdNn5D9,Max B,[],241600.0,372119b0-2350-455f-acd8-6371bc947531,Person,US,,1978-05-21,US rapper & Dipset crew member Charles Wingate,False
0cebSi3RnCJctXRkjEwFgM,Erika Costell,[],212778.0,ac3facd6-b184-44da-8f1e-5d70299a6f61,Person,,,,,False
6ArjyToaB8PxfZph3oXp4H,Uncle Kade,[],40.0,95c043f1-0bdd-403a-b714-663908d7e4fc,Group,US,,1987,,False
4LFgxG38Y0l4Fo1gdQelay,The Dap-Kings Horns,[],2451.0,d2f8644d-9888-4eaa-9847-ab6e44a658e8,Group,US,,,,False
5fyDppLDl1juIu1BcUT5zh,Digital Farm Animals,[],82908.0,e60fd99e-e615-4fee-b6f7-08fee9a911f7,Person,GB,,1989,producer Nick Gale,False
4QS6MMKct3F3LkN7cr6vHg,Thomas Doherty,[],45772.0,152f56df-321c-45d9-8fe0-6076c9b45b08,Person,NO,,1980-07-04,"composer, “Two Steps From Hell” co‐founder",False
3kJ7YsRgaO8ggKD1lw4C2T,Dylan Playfair,[],17604.0,72c536dc-7137-4477-a521-567eeb840fa8,Person,US,,1941-05-24,,False
4sIl4BTo9l9KqEi0Y3RE72,Carly Pearce,['country'],561148.0,c4df30f5-5487-4806-9189-b69c9f27532c,Person,US,,1943-06-25,,False
5kuJibJcwOC53s3OkoGMRA,The Revivalists,[],424853.0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,Group,GB,,1960,"UK rock band, “The Fab Four”",False
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,"['r&b', 'trap soul']",3571695.0,1def2cdc-a6ec-4972-8614-204e13301650,Person,US,,1994-04-15,,False
2uTXJwJ1Q9PA2ji51RWeQm,Mitchell Hope,[],66090.0,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,Person,CA,,1943-11-07,,False
7EEiVZvj6RCEtVX2F2pyxu,Slim Jxmmi,[],117929.0,5851d2ff-a9ce-49bf-bafb-08574cc22d69,Person,,,,member of Rae Sremmurd,False
2ODbg2404zUzTi02qIPEjB,Tay-K,[],3800800.0,569c0d90-28dd-413b-83e4-aaa7c27e667b,Person,GB,,1965-07-31,English novelist,False
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,[],15496360.0,127d8614-0876-4408-886c-6f110b047a78,Person,US,,1999-10-20,,False
1okJ4NC308qbtY9LyHn6DO,BloodPop®,[],53909.0,dd954cc1-402f-4f23-91b4-ffa3b1e3b142,Person,US,,1990-08-15,,False
5RQqbE8uh2NwotXk6wvYa6,Ricegum,[],292935.0,e150f414-8b11-433d-bd2b-1e37e1cfc5c0,Person,,,1996-11-19,,False
0eXDc4nH9o04fidVlbUecE,Alissa Violet,[],11047.0,526e1962-a3b5-433a-b2de-a0419834f018,Person,US,,1996-06-12,,False
5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,[],1103090.0,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,Person,US,,1950-05-13,,False
2lRH2dgU5Kk4Bc5phmII4T,LANCO,['country'],409501.0,bc4c4098-32b1-4881-9d38-659637de0692,Group,US,,2012,,False
7DuTB6wdzqFJGFLSH17k8e,Bhad Bhabie,[],3876137.0,a9d2cd95-8441-4cd3-a2f5-d0e9304fc40e,Person,US,,2003-02-22,,False
3wyVrVrFCkukjdVIdirGVY,Lil Pump,[],7570337.0,65a01fd2-35fb-4817-90d5-ab5506b21161,Person,US,,2000-08-17,US rapper,False
4olE3I5QU0dvSR7LIpqTXc,WATT,[],24692.0,568203ae-c27b-4990-8997-09c0d5c0de77,Person,US,,1957-12-20,"bassist of Minutemen, fIREHOSE, etc.",False
4kYSro6naA4h99UJvo89HB,Cardi B,[],26203813.0,2f3c4d70-0462-40da-bba3-0aec5772c556,Person,US,,1992-10-11,American rapper,False
3Nrfpe0tUJi4K4DXYWgMUX,BTS,['k-pop'],81763285.0,0d79fe8e-ba27-4859-bb8c-2f255f346853,Group,KR,,2013-06-13,,False
5TLQArskPwpPQULjjE2tsW,Alex Lacamoire,[],16133.0,35d9f821-3aff-4b5b-9684-be3e6362d35f,Person,US,,1975-05-24,,False
5lVYBJYVtzSu6YH7vlMuhU,Ana Villafañe,[],264.0,cc6f8796-19dd-45a5-92ec-d5accb1d78e1,Person,US,,1989-06-05,,False
